PeriodId,AcHRev-204-replacerandom,AuthorshipRec-205-replacerandom,cHRev-203-replacerandom,LearnRec-208-replacerandom,RAR-213-replacerandom,RAR-214-addDefect_25,RAR-215-addDefect_50,RAR-216-addDefect_75,RetentionRec-207-replacerandom,RevOwnRec-206-replacerandom,Sofia-210-replacerandom,SofiaWL-211-replacerandom,TurnoverRec-209-replacerandom,WhoDo-212-replacerandom
1,0,0,0,0,0,22.8448275862069,5.74712643678161,1.29310344827586,0,0,0,0,0,0
2,0,0,0,0,0,65.5581947743468,38.2422802850356,21.1401425178147,0,0,0,0,0,0
3,0,0,0,0,0,69.1489361702128,24.2225859247136,10.0654664484452,0,0,0,0,0,0
4,0,0,0,0,0,77.1378708551483,19.022687609075,9.3804537521815,0,0,0,0,0,0
5,0,0,0,0,0,76.1394101876676,20.0625558534406,12.5111706881144,0,0,0,0,0,0
6,0,0,0,0,0,72.2197607443509,23.482498892335,17.3681878599911,0,0,0,0,0,0
7,0,0,0,0,0,72.9217306757414,21.6820612542538,16.0427807486631,0,0,0,0,0,0
8,0,0,0,0,0,72.1347093970668,20.6409560021727,15.1548071700163,0,0,0,0,0,0
9,0,0,0,0,0,73.9811912225705,20.8687863860278,14.3304970891178,0,0,0,0,0,0
10,0,0,0,0,0,70.7444492816717,16.1515019590771,7.44449281671746,0,0,0,0,0,0
11,0,0,0,0,0,81.2993039443156,24.6403712296984,17.6798143851508,0,0,0,0,0,0
12,0,0,0,0,0,87.5422501207146,25.784645098986,16.2240463544182,0,0,0,0,0,0
13,0,0,0,0,0,84.1121495327103,21.183800623053,14.7752558967512,0,0,0,0,0,0
14,0,0,0,0,0,82.4366385060027,46.5540240106714,14.4508670520231,0,0,0,0,0,0
15,0,0,0,0,0,81.3289401427787,43.437671609006,12.0812740252608,0,0,0,0,0,0
16,0,0,0,0,0,73.5632183908046,37.8215654077723,12.4794745484401,0,0,0,0,0,0
17,0,0,0,0,0,86.5265760197775,33.3745364647713,8.8380716934487,0,0,0,0,0,0
18,0,0,0,0,0,86.2784471218206,37.3493975903614,9.23694779116466,0,0,0,0,0,0
19,0,0,0,0,0,85.180055401662,42.0360110803324,7.4792243767313,0,0,0,0,0,0
20,0,0,0,0,0,82.7836780324204,44.2146450531023,8.32867523756288,0,0,0,0,0,0
21,0,0,0,0,0,74.390243902439,52.4390243902439,12.1951219512195,0,0,0,0,0,0
ReviewerPlusPlus_Lifetime,0,0,0,0,0,77.118459697596,28.1328184488198,12.6917219623627,0,0,0,0,0,0
